group,attack,victim,candidate_count,permutation,target_position,setup_time_ms,attack_time_ms,requests_sent,biometric_evaluations,blocked_requests,target_identified,false_accept,signature_issued,attempts_per_second
G0,candidate_scan,Albert_Costa,10,2,8,0.06000000,0.07000000,10,10,0,1,0,0,144134.16000000
G1,candidate_scan,Albert_Costa,10,2,8,1.81000000,34.88000000,9,9,0,1,0,1,258.02000000
G2,candidate_scan,Albert_Costa,10,2,8,146.01000000,138.99000000,9,9,0,1,0,1,64.75000000
G3,candidate_scan,Albert_Costa,10,2,8,146.64000000,14.54000000,4,3,1,0,0,0,275.10000000
G0,candidate_scan,Albert_Costa,10,3,1,0.06000000,0.07000000,10,10,0,1,0,0,150874.24000000
G1,candidate_scan,Albert_Costa,10,3,1,1.79000000,7.45000000,2,2,0,1,0,1,268.37000000
G2,candidate_scan,Albert_Costa,10,3,1,145.76000000,107.88000000,2,2,0,1,0,1,18.54000000
G3,candidate_scan,Albert_Costa,10,3,1,147.08000000,110.04000000,2,2,0,1,0,1,18.18000000
G0,candidate_scan,Albert_Costa,10,4,9,0.05000000,0.07000000,10,10,0,1,0,0,151967.54000000
G1,candidate_scan,Albert_Costa,10,4,9,1.76000000,38.91000000,10,10,0,1,0,1,257.04000000
G2,candidate_scan,Albert_Costa,10,4,9,145.09000000,143.20000000,10,10,0,1,0,1,69.83000000
G3,candidate_scan,Albert_Costa,10,4,9,150.64000000,14.58000000,4,3,1,0,0,0,274.29000000
G0,candidate_scan,Albert_Costa,50,0,10,0.06000000,0.24000000,50,50,0,1,0,0,211193.55000000
G1,candidate_scan,Albert_Costa,50,0,10,1.75000000,42.85000000,11,11,0,1,0,1,256.74000000
G2,candidate_scan,Albert_Costa,50,0,10,145.34000000,148.12000000,11,11,0,1,0,1,74.27000000
G3,candidate_scan,Albert_Costa,50,0,10,141.99000000,14.43000000,4,3,1,0,0,0,277.15000000
G0,candidate_scan,Albert_Costa,50,1,35,0.07000000,0.23000000,50,50,0,1,0,0,219827.25000000
G1,candidate_scan,Albert_Costa,50,1,35,1.82000000,141.01000000,36,36,0,1,0,1,255.30000000
G2,candidate_scan,Albert_Costa,50,1,35,147.87000000,258.36000000,36,36,0,1,0,1,139.34000000
G3,candidate_scan,Albert_Costa,50,1,35,141.90000000,14.60000000,4,3,1,0,0,0,273.90000000
G0,candidate_scan,Albert_Costa,50,2,21,0.06000000,0.25000000,50,50,0,1,0,0,201262.19000000
G1,candidate_scan,Albert_Costa,50,2,21,1.76000000,85.63000000,22,22,0,1,0,1,256.92000000
G2,candidate_scan,Albert_Costa,50,2,21,143.14000000,191.71000000,22,22,0,1,0,1,114.76000000
G3,candidate_scan,Albert_Costa,50,2,21,148.54000000,14.52000000,4,3,1,0,0,0,275.46000000
G0,candidate_scan,Albert_Costa,50,3,35,0.06000000,0.27000000,50,50,0,1,0,0,188085.38000000
G1,candidate_scan,Albert_Costa,50,3,35,1.74000000,139.71000000,36,36,0,1,0,1,257.69000000
G2,candidate_scan,Albert_Costa,50,3,35,144.32000000,256.94000000,36,36,0,1,0,1,140.11000000
G3,candidate_scan,Albert_Costa,50,3,35,140.57000000,14.49000000,4,3,1,0,0,0,275.97000000
G0,candidate_scan,Albert_Costa,50,4,43,0.06000000,0.25000000,50,50,0,1,0,0,202819.34000000
G1,candidate_scan,Albert_Costa,50,4,43,1.74000000,171.92000000,44,44,0,1,0,1,255.93000000
G2,candidate_scan,Albert_Costa,50,4,43,142.95000000,289.23000000,44,44,0,1,0,1,152.13000000
G3,candidate_scan,Albert_Costa,50,4,43,145.28000000,15.00000000,4,3,1,0,0,0,266.69000000
G0,candidate_scan,Albert_Costa,100,0,80,0.06000000,0.44000000,100,100,0,1,0,0,225742.95000000
G1,candidate_scan,Albert_Costa,100,0,80,1.84000000,318.78000000,81,81,0,1,0,1,254.09000000
G2,candidate_scan,Albert_Costa,100,0,80,142.95000000,450.02000000,81,81,0,1,0,1,179.99000000
G3,candidate_scan,Albert_Costa,100,0,80,141.90000000,14.09000000,4,3,1,0,0,0,283.96000000
G0,candidate_scan,Albert_Costa,100,1,4,0.06000000,0.43000000,100,100,0,1,0,0,232758.27000000
G1,candidate_scan,Albert_Costa,100,1,4,1.78000000,19.24000000,5,5,0,1,0,1,259.91000000
G2,candidate_scan,Albert_Costa,100,1,4,144.78000000,121.26000000,5,5,0,1,0,1,41.23000000
G3,candidate_scan,Albert_Costa,100,1,4,143.76000000,15.02000000,4,3,1,0,0,0,266.29000000
G0,candidate_scan,Albert_Costa,100,2,17,0.06000000,0.43000000,100,100,0,1,0,0,234449.64000000
G1,candidate_scan,Albert_Costa,100,2,17,1.80000000,70.28000000,18,18,0,1,0,1,256.12000000
G2,candidate_scan,Albert_Costa,100,2,17,145.38000000,181.06000000,18,18,0,1,0,1,99.41000000
G3,candidate_scan,Albert_Costa,100,2,17,149.70000000,14.26000000,4,3,1,0,0,0,280.42000000
G0,candidate_scan,Albert_Costa,100,3,82,0.06000000,0.45000000,100,100,0,1,0,0,220636.72000000
G1,candidate_scan,Albert_Costa,100,3,82,1.72000000,325.66000000,83,83,0,1,0,1,254.86000000
G2,candidate_scan,Albert_Costa,100,3,82,146.62000000,449.99000000,83,83,0,1,0,1,184.45000000
G3,candidate_scan,Albert_Costa,100,3,82,155.51000000,14.28000000,4,3,1,0,0,0,280.12000000
G0,candidate_scan,Albert_Costa,100,4,33,0.06000000,0.42000000,100,100,0,1,0,0,239948.74000000
G1,candidate_scan,Albert_Costa,100,4,33,1.74000000,135.41000000,34,34,0,1,0,1,251.09000000
G2,candidate_scan,Albert_Costa,100,4,33,148.75000000,246.11000000,34,34,0,1,0,1,138.15000000
G3,candidate_scan,Albert_Costa,100,4,33,144.84000000,14.36000000,4,3,1,0,0,0,278.64000000
G0,candidate_scan,Alejandro_Toledo,10,0,1,0.05000000,0.07000000,10,10,0,1,0,0,140748.46000000
G1,candidate_scan,Alejandro_Toledo,10,0,1,1.82000000,7.35000000,2,2,0,1,0,1,272.29000000
G2,candidate_scan,Alejandro_Toledo,10,0,1,145.96000000,108.98000000,2,2,0,1,0,1,18.35000000
G3,candidate_scan,Alejandro_Toledo,10,0,1,146.39000000,108.63000000,2,2,0,1,0,1,18.41000000
G0,candidate_scan,Alejandro_Toledo,10,1,3,0.05000000,0.06000000,10,10,0,1,0,0,155922.08000000
G1,candidate_scan,Alejandro_Toledo,10,1,3,1.82000000,15.10000000,4,4,0,1,0,1,264.95000000
G2,candidate_scan,Alejandro_Toledo,10,1,3,145.78000000,118.41000000,4,4,0,1,0,1,33.78000000
G3,candidate_scan,Alejandro_Toledo,10,1,3,144.22000000,15.18000000,4,3,1,0,0,0,263.59000000
G0,candidate_scan,Alejandro_Toledo,10,2,4,0.05000000,0.07000000,10,10,0,1,0,0,151967.54000000
G1,candidate_scan,Alejandro_Toledo,10,2,4,1.76000000,19.18000000,5,5,0,1,0,1,260.72000000
G2,candidate_scan,Alejandro_Toledo,10,2,4,143.31000000,123.59000000,5,5,0,1,0,1,40.46000000
G3,candidate_scan,Alejandro_Toledo,10,2,4,149.13000000,15.00000000,4,3,1,0,0,0,266.66000000
G0,candidate_scan,Alejandro_Toledo,10,3,2,0.07000000,0.07000000,10,10,0,1,0,0,148208.62000000
G1,candidate_scan,Alejandro_Toledo,10,3,2,1.77000000,11.35000000,3,3,0,1,0,1,264.31000000
G2,candidate_scan,Alejandro_Toledo,10,3,2,142.97000000,113.73000000,3,3,0,1,0,1,26.38000000
G3,candidate_scan,Alejandro_Toledo,10,3,2,145.66000000,114.06000000,3,3,0,1,0,1,26.30000000
G0,candidate_scan,Alejandro_Toledo,10,4,5,0.06000000,0.07000000,10,10,0,1,0,0,150333.48000000
G1,candidate_scan,Alejandro_Toledo,10,4,5,1.75000000,23.12000000,6,6,0,1,0,1,259.52000000
G2,candidate_scan,Alejandro_Toledo,10,4,5,145.58000000,128.97000000,6,6,0,1,0,1,46.52000000
G3,candidate_scan,Alejandro_Toledo,10,4,5,143.23000000,14.06000000,4,3,1,0,0,0,284.45000000
G0,candidate_scan,Alejandro_Toledo,50,0,33,0.06000000,0.23000000,50,50,0,1,0,0,213342.01000000
G1,candidate_scan,Alejandro_Toledo,50,0,33,1.75000000,132.50000000,34,34,0,1,0,1,256.60000000
G2,candidate_scan,Alejandro_Toledo,50,0,33,146.39000000,241.37000000,34,34,0,1,0,1,140.87000000
G3,candidate_scan,Alejandro_Toledo,50,0,33,143.70000000,14.91000000,4,3,1,0,0,0,268.31000000
G0,candidate_scan,Alejandro_Toledo,50,1,38,0.07000000,0.23000000,50,50,0,1,0,0,213776.96000000
G1,candidate_scan,Alejandro_Toledo,50,1,38,1.71000000,151.30000000,39,39,0,1,0,1,257.76000000
G2,candidate_scan,Alejandro_Toledo,50,1,38,145.71000000,267.94000000,39,39,0,1,0,1,145.56000000
G3,candidate_scan,Alejandro_Toledo,50,1,38,144.12000000,14.39000000,4,3,1,0,0,0,278.01000000
G0,candidate_scan,Alejandro_Toledo,50,2,43,0.06000000,0.26000000,50,50,0,1,0,0,191871.18000000
G1,candidate_scan,Alejandro_Toledo,50,2,43,1.70000000,171.32000000,44,44,0,1,0,1,256.83000000
G2,candidate_scan,Alejandro_Toledo,50,2,43,142.28000000,292.85000000,44,44,0,1,0,1,150.25000000
G3,candidate_scan,Alejandro_Toledo,50,2,43,143.66000000,14.35000000,4,3,1,0,0,0,278.81000000
G0,candidate_scan,Alejandro_Toledo,50,3,35,0.07000000,0.24000000,50,50,0,1,0,0,208464.41000000
G1,candidate_scan,Alejandro_Toledo,50,3,35,1.71000000,140.13000000,36,36,0,1,0,1,256.91000000
G2,candidate_scan,Alejandro_Toledo,50,3,35,143.10000000,251.67000000,36,36,0,1,0,1,143.04000000
G3,candidate_scan,Alejandro_Toledo,50,3,35,148.82000000,14.40000000,4,3,1,0,0,0,277.85000000
G0,candidate_scan,Alejandro_Toledo,50,4,20,0.06000000,0.23000000,50,50,0,1,0,0,215534.64000000
G1,candidate_scan,Alejandro_Toledo,50,4,20,1.80000000,82.05000000,21,21,0,1,0,1,255.93000000
G2,candidate_scan,Alejandro_Toledo,50,4,20,143.06000000,187.62000000,21,21,0,1,0,1,111.93000000
G3,candidate_scan,Alejandro_Toledo,50,4,20,142.89000000,13.75000000,4,3,1,0,0,0,290.82000000
G0,candidate_scan,Alejandro_Toledo,100,0,27,0.11000000,0.42000000,100,100,0,1,0,0,235767.51000000
G1,candidate_scan,Alejandro_Toledo,100,0,27,1.88000000,109.87000000,28,28,0,1,0,1,254.84000000
G2,candidate_scan,Alejandro_Toledo,100,0,27,147.42000000,219.59000000,28,28,0,1,0,1,127.51000000
G3,candidate_scan,Alejandro_Toledo,100,0,27,146.00000000,14.20000000,4,3,1,0,0,0,281.64000000
G0,candidate_scan,Alejandro_Toledo,100,1,96,0.07000000,0.43000000,100,100,0,1,0,0,234057.14000000
G1,candidate_scan,Alejandro_Toledo,100,1,96,1.80000000,380.97000000,97,97,0,1,0,1,254.61000000
G2,candidate_scan,Alejandro_Toledo,100,1,96,140.26000000,510.85000000,97,97,0,1,0,1,189.88000000
G3,candidate_scan,Alejandro_Toledo,100,1,96,147.14000000,14.18000000,4,3,1,0,0,0,282.06000000
G0,candidate_scan,Alejandro_Toledo,100,2,77,0.06000000,0.44000000,100,100,0,1,0,0,225500.22000000
G1,candidate_scan,Alejandro_Toledo,100,2,77,1.78000000,305.22000000,78,78,0,1,0,1,255.55000000
G2,candidate_scan,Alejandro_Toledo,100,2,77,143.94000000,435.56000000,78,78,0,1,0,1,179.08000000
G3,candidate_scan,Alejandro_Toledo,100,2,77,142.03000000,14.13000000,4,3,1,0,0,0,283.10000000
G0,candidate_scan,Alejandro_Toledo,100,3,42,0.07000000,0.43000000,100,100,0,1,0,0,233405.90000000
G1,candidate_scan,Alejandro_Toledo,100,3,42,1.75000000,168.24000000,43,43,0,1,0,1,255.58000000
G2,candidate_scan,Alejandro_Toledo,100,3,42,143.74000000,284.49000000,43,43,0,1,0,1,151.15000000
G3,candidate_scan,Alejandro_Toledo,100,3,42,143.39000000,13.81000000,4,3,1,0,0,0,289.57000000
G0,candidate_scan,Alejandro_Toledo,100,4,34,0.06000000,0.44000000,100,100,0,1,0,0,229196.94000000
G1,candidate_scan,Alejandro_Toledo,100,4,34,1.83000000,136.35000000,35,35,0,1,0,1,256.70000000
G2,candidate_scan,Alejandro_Toledo,100,4,34,142.36000000,250.52000000,35,35,0,1,0,1,139.71000000
G3,candidate_scan,Alejandro_Toledo,100,4,34,145.60000000,14.73000000,4,3,1,0,0,0,271.59000000
G0,candidate_scan,Ali_Naimi,10,0,7,0.06000000,0.07000000,10,10,0,1,0,0,146143.00000000
G1,candidate_scan,Ali_Naimi,10,0,7,1.83000000,31.55000000,8,8,0,1,0,1,253.58000000
G2,candidate_scan,Ali_Naimi,10,0,7,145.74000000,135.22000000,8,8,0,1,0,1,59.16000000
G3,candidate_scan,Ali_Naimi,10,0,7,145.98000000,14.63000000,4,3,1,0,0,0,273.32000000
G0,candidate_scan,Ali_Naimi,10,1,2,0.06000000,0.07000000,10,10,0,1,0,0,149263.49000000
G1,candidate_scan,Ali_Naimi,10,1,2,1.77000000,11.47000000,3,3,0,1,0,1,261.50000000
G2,candidate_scan,Ali_Naimi,10,1,2,141.56000000,112.36000000,3,3,0,1,0,1,26.70000000
G3,candidate_scan,Ali_Naimi,10,1,2,142.91000000,111.91000000,3,3,0,1,0,1,26.81000000
G0,candidate_scan,Ali_Naimi,10,2,2,0.06000000,0.07000000,10,10,0,1,0,0,147168.56000000
G1,candidate_scan,Ali_Naimi,10,2,2,1.81000000,11.58000000,3,3,0,1,0,1,259.01000000
G2,candidate_scan,Ali_Naimi,10,2,2,148.22000000,114.33000000,3,3,0,1,0,1,26.24000000
G3,candidate_scan,Ali_Naimi,10,2,2,141.56000000,112.09000000,3,3,0,1,0,1,26.76000000
G0,candidate_scan,Ali_Naimi,10,3,1,0.06000000,0.07000000,10,10,0,1,0,0,140748.46000000
G1,candidate_scan,Ali_Naimi,10,3,1,1.77000000,7.56000000,2,2,0,1,0,1,264.71000000
G2,candidate_scan,Ali_Naimi,10,3,1,149.61000000,108.31000000,2,2,0,1,0,1,18.47000000
G3,candidate_scan,Ali_Naimi,10,3,1,144.82000000,109.59000000,2,2,0,1,0,1,18.25000000
G0,candidate_scan,Ali_Naimi,10,4,5,0.07000000,0.08000000,10,10,0,1,0,0,133152.51000000
G1,candidate_scan,Ali_Naimi,10,4,5,1.95000000,23.74000000,6,6,0,1,0,1,252.71000000
G2,candidate_scan,Ali_Naimi,10,4,5,148.56000000,126.56000000,6,6,0,1,0,1,47.41000000
G3,candidate_scan,Ali_Naimi,10,4,5,152.74000000,14.63000000,4,3,1,0,0,0,273.41000000
G0,candidate_scan,Ali_Naimi,50,0,28,0.06000000,0.23000000,50,50,0,1,0,0,215978.58000000
G1,candidate_scan,Ali_Naimi,50,0,28,1.77000000,112.84000000,29,29,0,1,0,1,256.99000000
G2,candidate_scan,Ali_Naimi,50,0,28,144.77000000,226.26000000,29,29,0,1,0,1,128.17000000
G3,candidate_scan,Ali_Naimi,50,0,28,140.27000000,13.78000000,4,3,1,0,0,0,290.22000000
G0,candidate_scan,Ali_Naimi,50,1,1,0.06000000,0.29000000,50,50,0,1,0,0,172038.72000000
G1,candidate_scan,Ali_Naimi,50,1,1,1.81000000,7.59000000,2,2,0,1,0,1,263.61000000
G2,candidate_scan,Ali_Naimi,50,1,1,142.21000000,108.13000000,2,2,0,1,0,1,18.50000000
G3,candidate_scan,Ali_Naimi,50,1,1,145.42000000,108.72000000,2,2,0,1,0,1,18.40000000
G0,candidate_scan,Ali_Naimi,50,2,37,0.06000000,0.23000000,50,50,0,1,0,0,222155.93000000
G1,candidate_scan,Ali_Naimi,50,2,37,1.79000000,149.00000000,38,38,0,1,0,1,255.04000000
G2,candidate_scan,Ali_Naimi,50,2,37,146.35000000,265.50000000,38,38,0,1,0,1,143.13000000
G3,candidate_scan,Ali_Naimi,50,2,37,146.56000000,14.53000000,4,3,1,0,0,0,275.29000000
G0,candidate_scan,Ali_Naimi,50,3,19,0.06000000,0.26000000,50,50,0,1,0,0,189787.51000000
G1,candidate_scan,Ali_Naimi,50,3,19,1.77000000,77.87000000,20,20,0,1,0,1,256.84000000
G2,candidate_scan,Ali_Naimi,50,3,19,148.93000000,184.36000000,20,20,0,1,0,1,108.48000000
G3,candidate_scan,Ali_Naimi,50,3,19,146.21000000,14.65000000,4,3,1,0,0,0,272.96000000
G0,candidate_scan,Ali_Naimi,50,4,44,0.07000000,0.24000000,50,50,0,1,0,0,205000.20000000
G1,candidate_scan,Ali_Naimi,50,4,44,1.73000000,175.50000000,45,45,0,1,0,1,256.41000000
G2,candidate_scan,Ali_Naimi,50,4,44,145.87000000,292.02000000,45,45,0,1,0,1,154.10000000
G3,candidate_scan,Ali_Naimi,50,4,44,145.26000000,14.91000000,4,3,1,0,0,0,268.32000000
G0,candidate_scan,Ali_Naimi,100,0,11,0.06000000,0.44000000,100,100,0,1,0,0,225621.52000000
G1,candidate_scan,Ali_Naimi,100,0,11,1.82000000,46.65000000,12,12,0,1,0,1,257.21000000
G2,candidate_scan,Ali_Naimi,100,0,11,149.99000000,152.07000000,12,12,0,1,0,1,78.91000000
G3,candidate_scan,Ali_Naimi,100,0,11,155.18000000,14.54000000,4,3,1,0,0,0,275.13000000
G0,candidate_scan,Ali_Naimi,100,1,61,0.06000000,0.48000000,100,100,0,1,0,0,206717.79000000
G1,candidate_scan,Ali_Naimi,100,1,61,1.78000000,243.27000000,62,62,0,1,0,1,254.86000000
G2,candidate_scan,Ali_Naimi,100,1,61,144.80000000,364.46000000,62,62,0,1,0,1,170.11000000
G3,candidate_scan,Ali_Naimi,100,1,61,145.84000000,14.67000000,4,3,1,0,0,0,272.62000000
G0,candidate_scan,Ali_Naimi,100,2,1,0.06000000,0.46000000,100,100,0,1,0,0,218226.01000000
G1,candidate_scan,Ali_Naimi,100,2,1,1.73000000,7.79000000,2,2,0,1,0,1,256.66000000
G2,candidate_scan,Ali_Naimi,100,2,1,147.45000000,111.19000000,2,2,0,1,0,1,17.99000000
G3,candidate_scan,Ali_Naimi,100,2,1,145.20000000,110.69000000,2,2,0,1,0,1,18.07000000
G0,candidate_scan,Ali_Naimi,100,3,57,0.06000000,0.43000000,100,100,0,1,0,0,234449.64000000
G1,candidate_scan,Ali_Naimi,100,3,57,1.73000000,227.80000000,58,58,0,1,0,1,254.61000000
G2,candidate_scan,Ali_Naimi,100,3,57,151.83000000,353.17000000,58,58,0,1,0,1,164.23000000
G3,candidate_scan,Ali_Naimi,100,3,57,146.17000000,14.56000000,4,3,1,0,0,0,274.64000000
G0,candidate_scan,Ali_Naimi,100,4,49,0.06000000,0.50000000,100,100,0,1,0,0,201843.31000000
G1,candidate_scan,Ali_Naimi,100,4,49,1.74000000,195.70000000,50,50,0,1,0,1,255.49000000
G2,candidate_scan,Ali_Naimi,100,4,49,146.58000000,316.06000000,50,50,0,1,0,1,158.20000000
G3,candidate_scan,Ali_Naimi,100,4,49,147.65000000,14.61000000,4,3,1,0,0,0,273.86000000
G0,candidate_scan,Alvaro_Uribe,10,0,7,0.06000000,0.07000000,10,10,0,1,0,0,145131.63000000
G1,candidate_scan,Alvaro_Uribe,10,0,7,1.76000000,31.16000000,8,8,0,1,0,1,256.74000000
G2,candidate_scan,Alvaro_Uribe,10,0,7,145.59000000,136.35000000,8,8,0,1,0,1,58.67000000
G3,candidate_scan,Alvaro_Uribe,10,0,7,146.48000000,14.41000000,4,3,1,0,0,0,277.67000000
G0,candidate_scan,Alvaro_Uribe,10,1,9,0.05000000,0.07000000,10,10,0,1,0,0,153637.51000000
G1,candidate_scan,Alvaro_Uribe,10,1,9,1.73000000,38.94000000,10,10,0,1,0,1,256.84000000
G2,candidate_scan,Alvaro_Uribe,10,1,9,147.96000000,143.71000000,10,10,0,1,0,1,69.58000000
G3,candidate_scan,Alvaro_Uribe,10,1,9,144.98000000,14.74000000,4,3,1,0,0,0,271.34000000
G0,candidate_scan,Alvaro_Uribe,10,2,2,0.07000000,0.07000000,10,10,0,1,0,0,143150.31000000
G1,candidate_scan,Alvaro_Uribe,10,2,2,1.76000000,11.93000000,3,3,0,1,0,1,251.42000000
G2,candidate_scan,Alvaro_Uribe,10,2,2,145.54000000,112.27000000,3,3,0,1,0,1,26.72000000
G3,candidate_scan,Alvaro_Uribe,10,2,2,142.58000000,113.74000000,3,3,0,1,0,1,26.38000000
G0,candidate_scan,Alvaro_Uribe,10,3,7,0.06000000,0.07000000,10,10,0,1,0,0,149263.49000000
G1,candidate_scan,Alvaro_Uribe,10,3,7,1.79000000,31.12000000,8,8,0,1,0,1,257.04000000
G2,candidate_scan,Alvaro_Uribe,10,3,7,145.60000000,139.08000000,8,8,0,1,0,1,57.52000000
G3,candidate_scan,Alvaro_Uribe,10,3,7,145.65000000,14.60000000,4,3,1,0,0,0,274.00000000
G0,candidate_scan,Alvaro_Uribe,10,4,8,0.06000000,0.07000000,10,10,0,1,0,0,150874.24000000
G1,candidate_scan,Alvaro_Uribe,10,4,8,1.71000000,34.88000000,9,9,0,1,0,1,258.03000000
G2,candidate_scan,Alvaro_Uribe,10,4,8,143.56000000,139.26000000,9,9,0,1,0,1,64.63000000
G3,candidate_scan,Alvaro_Uribe,10,4,8,140.73000000,14.10000000,4,3,1,0,0,0,283.65000000
G0,candidate_scan,Alvaro_Uribe,50,0,24,0.06000000,0.24000000,50,50,0,1,0,0,206209.64000000
G1,candidate_scan,Alvaro_Uribe,50,0,24,1.74000000,97.58000000,25,25,0,1,0,1,256.21000000
G2,candidate_scan,Alvaro_Uribe,50,0,24,150.45000000,207.84000000,25,25,0,1,0,1,120.28000000
G3,candidate_scan,Alvaro_Uribe,50,0,24,143.98000000,14.51000000,4,3,1,0,0,0,275.67000000
G0,candidate_scan,Alvaro_Uribe,50,1,46,0.09000000,0.25000000,50,50,0,1,0,0,201262.19000000
G1,candidate_scan,Alvaro_Uribe,50,1,46,1.85000000,183.84000000,47,47,0,1,0,1,255.66000000
G2,candidate_scan,Alvaro_Uribe,50,1,46,144.62000000,301.53000000,47,47,0,1,0,1,155.87000000
G3,candidate_scan,Alvaro_Uribe,50,1,46,145.30000000,14.68000000,4,3,1,0,0,0,272.50000000
G0,candidate_scan,Alvaro_Uribe,50,2,12,0.06000000,0.23000000,50,50,0,1,0,0,220752.84000000
G1,candidate_scan,Alvaro_Uribe,50,2,12,1.71000000,50.62000000,13,13,0,1,0,1,256.82000000
G2,candidate_scan,Alvaro_Uribe,50,2,12,146.61000000,156.30000000,13,13,0,1,0,1,83.17000000
G3,candidate_scan,Alvaro_Uribe,50,2,12,145.18000000,14.56000000,4,3,1,0,0,0,274.72000000
G0,candidate_scan,Alvaro_Uribe,50,3,30,0.07000000,0.26000000,50,50,0,1,0,0,189787.51000000
G1,candidate_scan,Alvaro_Uribe,50,3,30,1.72000000,121.36000000,31,31,0,1,0,1,255.43000000
G2,candidate_scan,Alvaro_Uribe,50,3,30,149.48000000,234.53000000,31,31,0,1,0,1,132.18000000
G3,candidate_scan,Alvaro_Uribe,50,3,30,142.29000000,14.60000000,4,3,1,0,0,0,273.98000000
G0,candidate_scan,Alvaro_Uribe,50,4,7,0.06000000,0.23000000,50,50,0,1,0,0,215313.35000000
G1,candidate_scan,Alvaro_Uribe,50,4,7,1.79000000,31.18000000,8,8,0,1,0,1,256.60000000
G2,candidate_scan,Alvaro_Uribe,50,4,7,139.88000000,132.56000000,8,8,0,1,0,1,60.35000000
G3,candidate_scan,Alvaro_Uribe,50,4,7,143.43000000,14.56000000,4,3,1,0,0,0,274.66000000
G0,candidate_scan,Alvaro_Uribe,100,0,57,0.06000000,0.47000000,100,100,0,1,0,0,213559.27000000
G1,candidate_scan,Alvaro_Uribe,100,0,57,1.72000000,225.56000000,58,58,0,1,0,1,257.14000000
G2,candidate_scan,Alvaro_Uribe,100,0,57,145.29000000,352.56000000,58,58,0,1,0,1,164.51000000
G3,candidate_scan,Alvaro_Uribe,100,0,57,143.13000000,14.28000000,4,3,1,0,0,0,280.08000000
G0,candidate_scan,Alvaro_Uribe,100,1,82,0.07000000,0.44000000,100,100,0,1,0,0,226108.03000000
G1,candidate_scan,Alvaro_Uribe,100,1,82,1.81000000,324.36000000,83,83,0,1,0,1,255.89000000
G2,candidate_scan,Alvaro_Uribe,100,1,82,148.61000000,459.04000000,83,83,0,1,0,1,180.81000000
G3,candidate_scan,Alvaro_Uribe,100,1,82,145.36000000,15.01000000,4,3,1,0,0,0,266.46000000
G0,candidate_scan,Alvaro_Uribe,100,2,50,0.06000000,0.50000000,100,100,0,1,0,0,201940.49000000
G1,candidate_scan,Alvaro_Uribe,100,2,50,1.70000000,199.43000000,51,51,0,1,0,1,255.73000000
G2,candidate_scan,Alvaro_Uribe,100,2,50,146.33000000,324.91000000,51,51,0,1,0,1,156.97000000
G3,candidate_scan,Alvaro_Uribe,100,2,50,143.59000000,14.22000000,4,3,1,0,0,0,281.29000000
G0,candidate_scan,Alvaro_Uribe,100,3,23,0.06000000,0.48000000,100,100,0,1,0,0,209192.22000000
G1,candidate_scan,Alvaro_Uribe,100,3,23,1.73000000,93.57000000,24,24,0,1,0,1,256.49000000
G2,candidate_scan,Alvaro_Uribe,100,3,23,145.04000000,208.92000000,24,24,0,1,0,1,114.88000000
G3,candidate_scan,Alvaro_Uribe,100,3,23,144.01000000,14.49000000,4,3,1,0,0,0,276.02000000
G0,candidate_scan,Alvaro_Uribe,100,4,83,0.06000000,0.41000000,100,100,0,1,0,0,245856.04000000
G1,candidate_scan,Alvaro_Uribe,100,4,83,1.72000000,327.68000000,84,84,0,1,0,1,256.34000000
G2,candidate_scan,Alvaro_Uribe,100,4,83,146.03000000,460.74000000,84,84,0,1,0,1,182.32000000
G3,candidate_scan,Alvaro_Uribe,100,4,83,143.90000000,14.64000000,4,3,1,0,0,0,273.23000000
G0,candidate_scan,Amelia_Vega,10,0,9,0.06000000,0.07000000,10,10,0,1,0,0,145635.56000000
G1,candidate_scan,Amelia_Vega,10,0,9,1.77000000,39.42000000,10,10,0,0,0,0,253.66000000
G2,candidate_scan,Amelia_Vega,10,0,9,145.16000000,44.55000000,10,10,0,0,0,0,224.44000000
G3,candidate_scan,Amelia_Vega,10,0,9,143.36000000,14.26000000,4,3,1,0,0,0,280.54000000
G0,candidate_scan,Amelia_Vega,10,1,7,0.06000000,0.07000000,10,10,0,1,0,0,151967.54000000
G1,candidate_scan,Amelia_Vega,10,1,7,1.76000000,39.05000000,10,10,0,0,0,0,256.11000000
G2,candidate_scan,Amelia_Vega,10,1,7,142.15000000,42.71000000,10,10,0,0,0,0,234.13000000
G3,candidate_scan,Amelia_Vega,10,1,7,149.91000000,15.03000000,4,3,1,0,0,0,266.16000000
G0,candidate_scan,Amelia_Vega,10,2,7,0.06000000,0.07000000,10,10,0,1,0,0,144631.17000000
G1,candidate_scan,Amelia_Vega,10,2,7,1.85000000,38.95000000,10,10,0,0,0,0,256.74000000
G2,candidate_scan,Amelia_Vega,10,2,7,144.53000000,44.58000000,10,10,0,0,0,0,224.31000000
G3,candidate_scan,Amelia_Vega,10,2,7,142.48000000,14.62000000,4,3,1,0,0,0,273.51000000
G0,candidate_scan,Amelia_Vega,10,3,2,0.06000000,0.09000000,10,10,0,1,0,0,106997.55000000
G1,candidate_scan,Amelia_Vega,10,3,2,1.76000000,38.91000000,10,10,0,0,0,0,257.02000000
G2,candidate_scan,Amelia_Vega,10,3,2,151.40000000,43.99000000,10,10,0,0,0,0,227.34000000
G3,candidate_scan,Amelia_Vega,10,3,2,142.10000000,14.46000000,4,3,1,0,0,0,276.61000000
