group,attack,victim,candidate_count,permutation,target_position,setup_time_ms,attack_time_ms,requests_sent,biometric_evaluations,blocked_requests,target_identified,false_accept,signature_issued,attempts_per_second
G0,candidate_scan,Andre_Agassi,50,1,26,0.06000000,0.28000000,50,50,0,1,0,0,178481.02000000
G1,candidate_scan,Andre_Agassi,50,1,26,1.80000000,112.17000000,27,27,0,1,0,1,240.70000000
G2,candidate_scan,Andre_Agassi,50,1,26,142.17000000,216.54000000,27,27,0,1,0,1,124.69000000
G3,candidate_scan,Andre_Agassi,50,1,26,142.00000000,14.42000000,4,3,1,0,0,0,277.36000000
G0,candidate_scan,Andre_Agassi,50,2,15,0.09000000,0.25000000,50,50,0,1,0,0,202232.59000000
G1,candidate_scan,Andre_Agassi,50,2,15,1.78000000,62.30000000,16,16,0,1,0,1,256.82000000
G2,candidate_scan,Andre_Agassi,50,2,15,144.43000000,174.31000000,16,16,0,1,0,1,91.79000000
G3,candidate_scan,Andre_Agassi,50,2,15,146.16000000,14.55000000,4,3,1,0,0,0,274.97000000
G0,candidate_scan,Andre_Agassi,50,3,10,0.06000000,0.26000000,50,50,0,1,0,0,189787.51000000
G1,candidate_scan,Andre_Agassi,50,3,10,1.71000000,42.81000000,11,11,0,1,0,1,256.93000000
G2,candidate_scan,Andre_Agassi,50,3,10,142.41000000,145.53000000,11,11,0,1,0,1,75.59000000
G3,candidate_scan,Andre_Agassi,50,3,10,145.45000000,14.31000000,4,3,1,0,0,0,279.53000000
G0,candidate_scan,Andre_Agassi,50,4,5,0.06000000,0.23000000,50,50,0,1,0,0,214652.20000000
G1,candidate_scan,Andre_Agassi,50,4,5,1.72000000,23.31000000,6,6,0,1,0,1,257.44000000
G2,candidate_scan,Andre_Agassi,50,4,5,141.96000000,126.74000000,6,6,0,1,0,1,47.34000000
G3,candidate_scan,Andre_Agassi,50,4,5,142.41000000,14.27000000,4,3,1,0,0,0,280.34000000
G0,candidate_scan,Andre_Agassi,100,0,97,0.06000000,0.44000000,100,100,0,1,0,0,226964.50000000
G1,candidate_scan,Andre_Agassi,100,0,97,1.72000000,382.51000000,98,98,0,1,0,1,256.20000000
G2,candidate_scan,Andre_Agassi,100,0,97,144.66000000,520.23000000,98,98,0,1,0,1,188.38000000
G3,candidate_scan,Andre_Agassi,100,0,97,141.37000000,14.55000000,4,3,1,0,0,0,274.85000000
G0,candidate_scan,Andre_Agassi,100,1,36,0.06000000,0.42000000,100,100,0,1,0,0,238855.58000000
G1,candidate_scan,Andre_Agassi,100,1,36,1.73000000,145.85000000,37,37,0,1,0,1,253.69000000
G2,candidate_scan,Andre_Agassi,100,1,36,145.57000000,260.61000000,37,37,0,1,0,1,141.98000000
G3,candidate_scan,Andre_Agassi,100,1,36,144.21000000,14.53000000,4,3,1,0,0,0,275.34000000
G0,candidate_scan,Andre_Agassi,100,2,38,0.06000000,0.45000000,100,100,0,1,0,0,221569.15000000
G1,candidate_scan,Andre_Agassi,100,2,38,1.81000000,152.58000000,39,39,0,1,0,1,255.61000000
G2,candidate_scan,Andre_Agassi,100,2,38,143.22000000,264.64000000,39,39,0,1,0,1,147.37000000
G3,candidate_scan,Andre_Agassi,100,2,38,143.09000000,14.48000000,4,3,1,0,0,0,276.20000000
G0,candidate_scan,Andre_Agassi,100,3,49,0.06000000,0.45000000,100,100,0,1,0,0,224414.34000000
G1,candidate_scan,Andre_Agassi,100,3,49,1.76000000,195.22000000,50,50,0,1,0,1,256.12000000
G2,candidate_scan,Andre_Agassi,100,3,49,143.45000000,308.81000000,50,50,0,1,0,1,161.91000000
G3,candidate_scan,Andre_Agassi,100,3,49,141.48000000,14.18000000,4,3,1,0,0,0,282.15000000
G0,candidate_scan,Andre_Agassi,100,4,44,0.06000000,0.44000000,100,100,0,1,0,0,227210.40000000
G1,candidate_scan,Andre_Agassi,100,4,44,1.74000000,175.58000000,45,45,0,1,0,1,256.30000000
G2,candidate_scan,Andre_Agassi,100,4,44,142.09000000,288.57000000,45,45,0,1,0,1,155.94000000
G3,candidate_scan,Andre_Agassi,100,4,44,145.08000000,14.79000000,4,3,1,0,0,0,270.37000000
G0,candidate_scan,Andy_Roddick,10,0,2,0.07000000,0.07000000,10,10,0,1,0,0,142179.80000000
G1,candidate_scan,Andy_Roddick,10,0,2,1.72000000,11.44000000,3,3,0,1,0,1,262.28000000
G2,candidate_scan,Andy_Roddick,10,0,2,150.22000000,112.42000000,3,3,0,1,0,1,26.69000000
G3,candidate_scan,Andy_Roddick,10,0,2,147.83000000,113.31000000,3,3,0,1,0,1,26.48000000
G0,candidate_scan,Andy_Roddick,10,1,6,0.06000000,0.07000000,10,10,0,1,0,0,151418.92000000
G1,candidate_scan,Andy_Roddick,10,1,6,1.75000000,27.06000000,7,7,0,1,0,1,258.66000000
G2,candidate_scan,Andy_Roddick,10,1,6,147.55000000,131.81000000,7,7,0,1,0,1,53.11000000
G3,candidate_scan,Andy_Roddick,10,1,6,142.42000000,14.23000000,4,3,1,0,0,0,281.16000000
G0,candidate_scan,Andy_Roddick,10,2,8,0.06000000,0.07000000,10,10,0,1,0,0,146653.99000000
G1,candidate_scan,Andy_Roddick,10,2,8,1.77000000,34.93000000,9,9,0,1,0,1,257.69000000
G2,candidate_scan,Andy_Roddick,10,2,8,142.98000000,140.17000000,9,9,0,1,0,1,64.21000000
G3,candidate_scan,Andy_Roddick,10,2,8,146.36000000,14.39000000,4,3,1,0,0,0,277.95000000
G0,candidate_scan,Andy_Roddick,10,3,8,0.07000000,0.07000000,10,10,0,1,0,0,143640.55000000
G1,candidate_scan,Andy_Roddick,10,3,8,1.71000000,35.08000000,9,9,0,1,0,1,256.53000000
G2,candidate_scan,Andy_Roddick,10,3,8,146.30000000,139.97000000,9,9,0,1,0,1,64.30000000
G3,candidate_scan,Andy_Roddick,10,3,8,141.68000000,14.75000000,4,3,1,0,0,0,271.13000000
G0,candidate_scan,Andy_Roddick,10,4,4,0.07000000,0.07000000,10,10,0,1,0,0,146653.99000000
G1,candidate_scan,Andy_Roddick,10,4,4,1.81000000,19.98000000,5,5,0,1,0,1,250.31000000
G2,candidate_scan,Andy_Roddick,10,4,4,147.24000000,121.97000000,5,5,0,1,0,1,41.00000000
G3,candidate_scan,Andy_Roddick,10,4,4,146.79000000,14.18000000,4,3,1,0,0,0,282.18000000
G0,candidate_scan,Andy_Roddick,50,0,29,0.06000000,0.23000000,50,50,0,1,0,0,217772.79000000
G1,candidate_scan,Andy_Roddick,50,0,29,1.75000000,118.18000000,30,30,0,1,0,1,253.85000000
G2,candidate_scan,Andy_Roddick,50,0,29,146.11000000,226.59000000,30,30,0,1,0,1,132.40000000
G3,candidate_scan,Andy_Roddick,50,0,29,141.80000000,14.35000000,4,3,1,0,0,0,278.65000000
G0,candidate_scan,Andy_Roddick,50,1,32,0.06000000,0.24000000,50,50,0,1,0,0,210135.47000000
G1,candidate_scan,Andy_Roddick,50,1,32,1.80000000,128.56000000,33,33,0,1,0,1,256.69000000
G2,candidate_scan,Andy_Roddick,50,1,32,144.87000000,241.69000000,33,33,0,1,0,1,136.54000000
G3,candidate_scan,Andy_Roddick,50,1,32,141.74000000,14.03000000,4,3,1,0,0,0,285.03000000
G0,candidate_scan,Andy_Roddick,50,2,40,0.06000000,0.23000000,50,50,0,1,0,0,218453.33000000
G1,candidate_scan,Andy_Roddick,50,2,40,1.80000000,160.32000000,41,41,0,1,0,1,255.75000000
G2,candidate_scan,Andy_Roddick,50,2,40,141.62000000,276.93000000,41,41,0,1,0,1,148.05000000
G3,candidate_scan,Andy_Roddick,50,2,40,146.24000000,14.63000000,4,3,1,0,0,0,273.39000000
G0,candidate_scan,Andy_Roddick,50,3,2,0.06000000,0.26000000,50,50,0,1,0,0,192222.91000000
G1,candidate_scan,Andy_Roddick,50,3,2,1.78000000,11.50000000,3,3,0,1,0,1,260.92000000
G2,candidate_scan,Andy_Roddick,50,3,2,148.11000000,111.26000000,3,3,0,1,0,1,26.96000000
G3,candidate_scan,Andy_Roddick,50,3,2,147.61000000,112.75000000,3,3,0,1,0,1,26.61000000
G0,candidate_scan,Andy_Roddick,50,4,26,0.06000000,0.24000000,50,50,0,1,0,0,208464.41000000
G1,candidate_scan,Andy_Roddick,50,4,26,1.78000000,105.72000000,27,27,0,1,0,1,255.38000000
G2,candidate_scan,Andy_Roddick,50,4,26,146.72000000,211.29000000,27,27,0,1,0,1,127.79000000
G3,candidate_scan,Andy_Roddick,50,4,26,147.76000000,14.74000000,4,3,1,0,0,0,271.37000000
G0,candidate_scan,Andy_Roddick,100,0,16,0.06000000,0.42000000,100,100,0,1,0,0,238719.64000000
G1,candidate_scan,Andy_Roddick,100,0,16,1.84000000,66.21000000,17,17,0,1,0,1,256.74000000
G2,candidate_scan,Andy_Roddick,100,0,16,145.47000000,170.49000000,17,17,0,1,0,1,99.71000000
G3,candidate_scan,Andy_Roddick,100,0,16,143.98000000,14.80000000,4,3,1,0,0,0,270.36000000
G0,candidate_scan,Andy_Roddick,100,1,19,0.07000000,0.49000000,100,100,0,1,0,0,203903.94000000
G1,candidate_scan,Andy_Roddick,100,1,19,1.80000000,77.94000000,20,20,0,1,0,1,256.61000000
G2,candidate_scan,Andy_Roddick,100,1,19,151.69000000,186.39000000,20,20,0,1,0,1,107.30000000
G3,candidate_scan,Andy_Roddick,100,1,19,147.38000000,14.72000000,4,3,1,0,0,0,271.72000000
G0,candidate_scan,Andy_Roddick,100,2,84,0.06000000,0.43000000,100,100,0,1,0,0,233796.21000000
G1,candidate_scan,Andy_Roddick,100,2,84,1.75000000,332.80000000,85,85,0,1,0,1,255.41000000
G2,candidate_scan,Andy_Roddick,100,2,84,143.67000000,471.39000000,85,85,0,1,0,1,180.32000000
G3,candidate_scan,Andy_Roddick,100,2,84,147.03000000,14.77000000,4,3,1,0,0,0,270.87000000
G0,candidate_scan,Andy_Roddick,100,3,89,0.06000000,0.43000000,100,100,0,1,0,0,234843.45000000
G1,candidate_scan,Andy_Roddick,100,3,89,1.74000000,351.55000000,90,90,0,1,0,1,256.01000000
G2,candidate_scan,Andy_Roddick,100,3,89,143.96000000,482.20000000,90,90,0,1,0,1,186.65000000
G3,candidate_scan,Andy_Roddick,100,3,89,143.72000000,14.59000000,4,3,1,0,0,0,274.07000000
G0,candidate_scan,Andy_Roddick,100,4,81,0.09000000,0.44000000,100,100,0,1,0,0,228946.72000000
G1,candidate_scan,Andy_Roddick,100,4,81,1.72000000,318.29000000,82,82,0,1,0,1,257.63000000
G2,candidate_scan,Andy_Roddick,100,4,81,147.59000000,450.66000000,82,82,0,1,0,1,181.95000000
G3,candidate_scan,Andy_Roddick,100,4,81,142.18000000,14.72000000,4,3,1,0,0,0,271.70000000
G0,candidate_scan,Angela_Bassett,10,0,6,0.06000000,0.07000000,10,10,0,1,0,0,150333.48000000
G1,candidate_scan,Angela_Bassett,10,0,6,1.74000000,27.28000000,7,7,0,1,0,1,256.58000000
G2,candidate_scan,Angela_Bassett,10,0,6,147.57000000,131.96000000,7,7,0,1,0,1,53.04000000
G3,candidate_scan,Angela_Bassett,10,0,6,150.93000000,14.62000000,4,3,1,0,0,0,273.63000000
G0,candidate_scan,Angela_Bassett,10,1,0,0.06000000,0.07000000,10,10,0,1,0,0,149263.49000000
G1,candidate_scan,Angela_Bassett,10,1,0,1.73000000,3.80000000,1,1,0,1,0,1,263.11000000
G2,candidate_scan,Angela_Bassett,10,1,0,147.44000000,105.44000000,1,1,0,1,0,1,9.48000000
G3,candidate_scan,Angela_Bassett,10,1,0,148.24000000,105.25000000,1,1,0,1,0,1,9.50000000
G0,candidate_scan,Angela_Bassett,10,2,2,0.06000000,0.07000000,10,10,0,1,0,0,149263.49000000
G1,candidate_scan,Angela_Bassett,10,2,2,1.88000000,11.69000000,3,3,0,1,0,1,256.72000000
G2,candidate_scan,Angela_Bassett,10,2,2,148.61000000,112.31000000,3,3,0,1,0,1,26.71000000
G3,candidate_scan,Angela_Bassett,10,2,2,145.91000000,115.28000000,3,3,0,1,0,1,26.02000000
G0,candidate_scan,Angela_Bassett,10,3,3,0.06000000,0.07000000,10,10,0,1,0,0,150333.48000000
G1,candidate_scan,Angela_Bassett,10,3,3,1.75000000,15.65000000,4,4,0,1,0,1,255.61000000
G2,candidate_scan,Angela_Bassett,10,3,3,149.79000000,118.18000000,4,4,0,1,0,1,33.85000000
G3,candidate_scan,Angela_Bassett,10,3,3,141.27000000,15.50000000,4,3,1,0,0,0,258.00000000
G0,candidate_scan,Angela_Bassett,10,4,2,0.06000000,0.07000000,10,10,0,1,0,0,149263.49000000
G1,candidate_scan,Angela_Bassett,10,4,2,1.75000000,11.70000000,3,3,0,1,0,1,256.31000000
G2,candidate_scan,Angela_Bassett,10,4,2,139.79000000,112.92000000,3,3,0,1,0,1,26.57000000
G3,candidate_scan,Angela_Bassett,10,4,2,144.48000000,112.56000000,3,3,0,1,0,1,26.65000000
G0,candidate_scan,Angela_Bassett,50,0,45,0.07000000,0.24000000,50,50,0,1,0,0,204400.78000000
G1,candidate_scan,Angela_Bassett,50,0,45,1.79000000,180.24000000,46,46,0,1,0,1,255.22000000
G2,candidate_scan,Angela_Bassett,50,0,45,146.47000000,302.92000000,46,46,0,1,0,1,151.86000000
G3,candidate_scan,Angela_Bassett,50,0,45,149.51000000,14.33000000,4,3,1,0,0,0,279.10000000
G0,candidate_scan,Angela_Bassett,50,1,1,0.06000000,0.24000000,50,50,0,1,0,0,204201.75000000
G1,candidate_scan,Angela_Bassett,50,1,1,1.82000000,7.74000000,2,2,0,1,0,1,258.42000000
G2,candidate_scan,Angela_Bassett,50,1,1,146.23000000,109.44000000,2,2,0,1,0,1,18.27000000
G3,candidate_scan,Angela_Bassett,50,1,1,143.32000000,111.60000000,2,2,0,1,0,1,17.92000000
G0,candidate_scan,Angela_Bassett,50,2,27,0.06000000,0.24000000,50,50,0,1,0,0,210135.47000000
G1,candidate_scan,Angela_Bassett,50,2,27,1.77000000,109.74000000,28,28,0,1,0,1,255.15000000
G2,candidate_scan,Angela_Bassett,50,2,27,142.49000000,219.73000000,28,28,0,1,0,1,127.43000000
G3,candidate_scan,Angela_Bassett,50,2,27,147.58000000,14.21000000,4,3,1,0,0,0,281.42000000
G0,candidate_scan,Angela_Bassett,50,3,33,0.06000000,0.24000000,50,50,0,1,0,0,209925.13000000
G1,candidate_scan,Angela_Bassett,50,3,33,1.71000000,132.88000000,34,34,0,1,0,1,255.86000000
G2,candidate_scan,Angela_Bassett,50,3,33,141.57000000,247.56000000,34,34,0,1,0,1,137.34000000
G3,candidate_scan,Angela_Bassett,50,3,33,143.23000000,14.46000000,4,3,1,0,0,0,276.69000000
G0,candidate_scan,Angela_Bassett,50,4,40,0.09000000,0.24000000,50,50,0,1,0,0,209505.69000000
G1,candidate_scan,Angela_Bassett,50,4,40,1.74000000,160.32000000,41,41,0,1,0,1,255.74000000
G2,candidate_scan,Angela_Bassett,50,4,40,146.11000000,277.27000000,41,41,0,1,0,1,147.87000000
G3,candidate_scan,Angela_Bassett,50,4,40,144.11000000,14.73000000,4,3,1,0,0,0,271.54000000
G0,candidate_scan,Angela_Bassett,100,0,18,0.06000000,0.48000000,100,100,0,1,0,0,206921.76000000
G1,candidate_scan,Angela_Bassett,100,0,18,1.75000000,74.53000000,19,19,0,1,0,1,254.91000000
G2,candidate_scan,Angela_Bassett,100,0,18,146.02000000,179.49000000,19,19,0,1,0,1,105.85000000
G3,candidate_scan,Angela_Bassett,100,0,18,145.14000000,14.60000000,4,3,1,0,0,0,273.88000000
G0,candidate_scan,Angela_Bassett,100,1,47,0.06000000,0.49000000,100,100,0,1,0,0,205804.91000000
G1,candidate_scan,Angela_Bassett,100,1,47,1.77000000,187.29000000,48,48,0,1,0,1,256.28000000
G2,candidate_scan,Angela_Bassett,100,1,47,144.76000000,312.58000000,48,48,0,1,0,1,153.56000000
G3,candidate_scan,Angela_Bassett,100,1,47,141.05000000,13.95000000,4,3,1,0,0,0,286.68000000
G0,candidate_scan,Angela_Bassett,100,2,65,0.06000000,0.42000000,100,100,0,1,0,0,238719.64000000
G1,candidate_scan,Angela_Bassett,100,2,65,1.72000000,259.32000000,66,66,0,1,0,1,254.52000000
G2,candidate_scan,Angela_Bassett,100,2,65,145.21000000,375.57000000,66,66,0,1,0,1,175.73000000
G3,candidate_scan,Angela_Bassett,100,2,65,143.03000000,14.28000000,4,3,1,0,0,0,280.13000000
G0,candidate_scan,Angela_Bassett,100,3,27,0.06000000,0.44000000,100,100,0,1,0,0,228199.35000000
G1,candidate_scan,Angela_Bassett,100,3,27,1.79000000,109.53000000,28,28,0,1,0,1,255.64000000
G2,candidate_scan,Angela_Bassett,100,3,27,149.17000000,216.38000000,28,28,0,1,0,1,129.40000000
G3,candidate_scan,Angela_Bassett,100,3,27,145.68000000,14.61000000,4,3,1,0,0,0,273.78000000
G0,candidate_scan,Angela_Bassett,100,4,13,0.06000000,0.43000000,100,100,0,1,0,0,230709.79000000
G1,candidate_scan,Angela_Bassett,100,4,13,1.77000000,54.53000000,14,14,0,1,0,1,256.76000000
G2,candidate_scan,Angela_Bassett,100,4,13,147.51000000,160.34000000,14,14,0,1,0,1,87.31000000
G3,candidate_scan,Angela_Bassett,100,4,13,146.32000000,14.45000000,4,3,1,0,0,0,276.78000000
G0,candidate_scan,Angelina_Jolie,10,0,6,0.06000000,0.07000000,10,10,0,1,0,0,142663.40000000
G1,candidate_scan,Angelina_Jolie,10,0,6,1.78000000,27.15000000,7,7,0,1,0,1,257.83000000
G2,candidate_scan,Angelina_Jolie,10,0,6,144.82000000,128.85000000,7,7,0,1,0,1,54.33000000
G3,candidate_scan,Angelina_Jolie,10,0,6,145.34000000,14.44000000,4,3,1,0,0,0,276.98000000
G0,candidate_scan,Angelina_Jolie,10,1,2,0.06000000,0.07000000,10,10,0,1,0,0,148734.18000000
G1,candidate_scan,Angelina_Jolie,10,1,2,1.76000000,11.41000000,3,3,0,1,0,1,262.87000000
G2,candidate_scan,Angelina_Jolie,10,1,2,142.66000000,114.33000000,3,3,0,1,0,1,26.24000000
G3,candidate_scan,Angelina_Jolie,10,1,2,147.48000000,114.01000000,3,3,0,1,0,1,26.31000000
G0,candidate_scan,Angelina_Jolie,10,2,0,0.06000000,0.07000000,10,10,0,1,0,0,149263.49000000
G1,candidate_scan,Angelina_Jolie,10,2,0,1.78000000,3.76000000,1,1,0,1,0,1,266.15000000
G2,candidate_scan,Angelina_Jolie,10,2,0,143.00000000,104.19000000,1,1,0,1,0,1,9.60000000
G3,candidate_scan,Angelina_Jolie,10,2,0,142.78000000,107.26000000,1,1,0,1,0,1,9.32000000
G0,candidate_scan,Angelina_Jolie,10,3,4,0.06000000,0.07000000,10,10,0,1,0,0,150874.24000000
G1,candidate_scan,Angelina_Jolie,10,3,4,1.78000000,19.49000000,5,5,0,1,0,1,256.59000000
G2,candidate_scan,Angelina_Jolie,10,3,4,147.94000000,122.49000000,5,5,0,1,0,1,40.82000000
G3,candidate_scan,Angelina_Jolie,10,3,4,145.81000000,14.80000000,4,3,1,0,0,0,270.22000000
G0,candidate_scan,Angelina_Jolie,10,4,9,0.05000000,0.07000000,10,10,0,1,0,0,151418.92000000
G1,candidate_scan,Angelina_Jolie,10,4,9,1.75000000,38.84000000,10,10,0,1,0,1,257.48000000
G2,candidate_scan,Angelina_Jolie,10,4,9,141.12000000,144.03000000,10,10,0,1,0,1,69.43000000
G3,candidate_scan,Angelina_Jolie,10,4,9,142.23000000,13.94000000,4,3,1,0,0,0,287.01000000
G0,candidate_scan,Angelina_Jolie,50,0,22,0.06000000,0.23000000,50,50,0,1,0,0,215534.64000000
G1,candidate_scan,Angelina_Jolie,50,0,22,1.73000000,89.88000000,23,23,0,1,0,1,255.90000000
G2,candidate_scan,Angelina_Jolie,50,0,22,140.85000000,197.94000000,23,23,0,1,0,1,116.20000000
G3,candidate_scan,Angelina_Jolie,50,0,22,143.94000000,14.79000000,4,3,1,0,0,0,270.38000000
G0,candidate_scan,Angelina_Jolie,50,1,35,0.07000000,0.23000000,50,50,0,1,0,0,217772.79000000
G1,candidate_scan,Angelina_Jolie,50,1,35,1.72000000,140.64000000,36,36,0,1,0,1,255.98000000
G2,candidate_scan,Angelina_Jolie,50,1,35,145.18000000,252.16000000,36,36,0,1,0,1,142.77000000
G3,candidate_scan,Angelina_Jolie,50,1,35,146.71000000,14.73000000,4,3,1,0,0,0,271.58000000
G0,candidate_scan,Angelina_Jolie,50,2,15,0.07000000,0.23000000,50,50,0,1,0,0,220520.72000000
G1,candidate_scan,Angelina_Jolie,50,2,15,1.74000000,62.36000000,16,16,0,1,0,1,256.57000000
G2,candidate_scan,Angelina_Jolie,50,2,15,148.30000000,169.40000000,16,16,0,1,0,1,94.45000000
G3,candidate_scan,Angelina_Jolie,50,2,15,142.20000000,14.47000000,4,3,1,0,0,0,276.44000000
G0,candidate_scan,Angelina_Jolie,50,3,23,0.06000000,0.23000000,50,50,0,1,0,0,218226.01000000
G1,candidate_scan,Angelina_Jolie,50,3,23,1.78000000,93.63000000,24,24,0,1,0,1,256.34000000
G2,candidate_scan,Angelina_Jolie,50,3,23,144.94000000,206.49000000,24,24,0,1,0,1,116.23000000
G3,candidate_scan,Angelina_Jolie,50,3,23,146.89000000,14.53000000,4,3,1,0,0,0,275.30000000
G0,candidate_scan,Angelina_Jolie,50,4,40,0.06000000,0.29000000,50,50,0,1,0,0,169535.33000000
G1,candidate_scan,Angelina_Jolie,50,4,40,1.73000000,159.91000000,41,41,0,1,0,1,256.39000000
G2,candidate_scan,Angelina_Jolie,50,4,40,146.94000000,271.64000000,41,41,0,1,0,1,150.94000000
G3,candidate_scan,Angelina_Jolie,50,4,40,143.14000000,14.75000000,4,3,1,0,0,0,271.18000000
G0,candidate_scan,Angelina_Jolie,100,0,36,0.06000000,0.42000000,100,100,0,1,0,0,240361.26000000
G1,candidate_scan,Angelina_Jolie,100,0,36,1.73000000,143.94000000,37,37,0,1,0,1,257.06000000
G2,candidate_scan,Angelina_Jolie,100,0,36,143.71000000,254.23000000,37,37,0,1,0,1,145.54000000
G3,candidate_scan,Angelina_Jolie,100,0,36,143.58000000,14.37000000,4,3,1,0,0,0,278.38000000
G0,candidate_scan,Angelina_Jolie,100,1,55,0.07000000,0.46000000,100,100,0,1,0,0,215534.64000000
G1,candidate_scan,Angelina_Jolie,100,1,55,1.84000000,219.61000000,56,56,0,1,0,1,255.00000000
G2,candidate_scan,Angelina_Jolie,100,1,55,146.60000000,335.87000000,56,56,0,1,0,1,166.73000000
G3,candidate_scan,Angelina_Jolie,100,1,55,144.11000000,14.54000000,4,3,1,0,0,0,275.03000000
G0,candidate_scan,Angelina_Jolie,100,2,25,0.06000000,0.43000000,100,100,0,1,0,0,229950.88000000
G1,candidate_scan,Angelina_Jolie,100,2,25,1.80000000,101.64000000,26,26,0,1,0,1,255.81000000
G2,candidate_scan,Angelina_Jolie,100,2,25,143.93000000,210.15000000,26,26,0,1,0,1,123.72000000
G3,candidate_scan,Angelina_Jolie,100,2,25,144.86000000,14.60000000,4,3,1,0,0,0,273.93000000
G0,candidate_scan,Angelina_Jolie,100,3,59,0.09000000,0.42000000,100,100,0,1,0,0,236565.37000000
G1,candidate_scan,Angelina_Jolie,100,3,59,1.74000000,236.05000000,60,60,0,1,0,1,254.18000000
G2,candidate_scan,Angelina_Jolie,100,3,59,147.52000000,356.59000000,60,60,0,1,0,1,168.26000000
G3,candidate_scan,Angelina_Jolie,100,3,59,142.14000000,14.59000000,4,3,1,0,0,0,274.08000000
G0,candidate_scan,Angelina_Jolie,100,4,39,0.06000000,0.45000000,100,100,0,1,0,0,223338.87000000
G1,candidate_scan,Angelina_Jolie,100,4,39,1.75000000,155.98000000,40,40,0,1,0,1,256.45000000
G2,candidate_scan,Angelina_Jolie,100,4,39,142.54000000,273.28000000,40,40,0,1,0,1,146.37000000
G3,candidate_scan,Angelina_Jolie,100,4,39,145.39000000,14.07000000,4,3,1,0,0,0,284.26000000
G0,candidate_scan,Ann_Veneman,10,0,7,0.09000000,0.07000000,10,10,0,1,0,0,147686.76000000
G1,candidate_scan,Ann_Veneman,10,0,7,1.78000000,30.95000000,8,8,0,1,0,1,258.44000000
G2,candidate_scan,Ann_Veneman,10,0,7,143.41000000,131.19000000,8,8,0,1,0,1,60.98000000
G3,candidate_scan,Ann_Veneman,10,0,7,144.26000000,14.73000000,4,3,1,0,0,0,271.63000000
G0,candidate_scan,Ann_Veneman,10,1,1,0.06000000,0.07000000,10,10,0,1,0,0,152520.15000000
G1,candidate_scan,Ann_Veneman,10,1,1,1.72000000,7.47000000,2,2,0,1,0,1,267.83000000
G2,candidate_scan,Ann_Veneman,10,1,1,145.49000000,109.71000000,2,2,0,1,0,1,18.23000000
G3,candidate_scan,Ann_Veneman,10,1,1,141.24000000,107.06000000,2,2,0,1,0,1,18.68000000
G0,candidate_scan,Ann_Veneman,10,2,6,0.07000000,0.07000000,10,10,0,1,0,0,145635.56000000
G1,candidate_scan,Ann_Veneman,10,2,6,1.78000000,28.01000000,7,7,0,1,0,1,249.91000000
G2,candidate_scan,Ann_Veneman,10,2,6,145.82000000,129.99000000,7,7,0,1,0,1,53.85000000
G3,candidate_scan,Ann_Veneman,10,2,6,148.91000000,14.39000000,4,3,1,0,0,0,277.92000000
G0,candidate_scan,Ann_Veneman,10,3,4,0.06000000,0.07000000,10,10,0,1,0,0,147686.76000000
G1,candidate_scan,Ann_Veneman,10,3,4,1.73000000,19.25000000,5,5,0,1,0,1,259.77000000
G2,candidate_scan,Ann_Veneman,10,3,4,143.13000000,122.60000000,5,5,0,1,0,1,40.78000000
G3,candidate_scan,Ann_Veneman,10,3,4,144.01000000,14.80000000,4,3,1,0,0,0,270.26000000
G0,candidate_scan,Ann_Veneman,10,4,8,0.06000000,0.07000000,10,10,0,1,0,0,151967.54000000
G1,candidate_scan,Ann_Veneman,10,4,8,1.73000000,34.82000000,9,9,0,1,0,1,258.50000000
G2,candidate_scan,Ann_Veneman,10,4,8,151.91000000,139.29000000,9,9,0,1,0,1,64.61000000
G3,candidate_scan,Ann_Veneman,10,4,8,145.14000000,15.17000000,4,3,1,0,0,0,263.61000000
G0,candidate_scan,Ann_Veneman,50,0,41,0.06000000,0.29000000,50,50,0,1,0,0,173175.23000000
G1,candidate_scan,Ann_Veneman,50,0,41,1.76000000,163.58000000,42,42,0,1,0,1,256.75000000
G2,candidate_scan,Ann_Veneman,50,0,41,142.77000000,279.47000000,42,42,0,1,0,1,150.28000000
G3,candidate_scan,Ann_Veneman,50,0,41,144.08000000,14.65000000,4,3,1,0,0,0,273.04000000
G0,candidate_scan,Ann_Veneman,50,1,31,0.06000000,0.27000000,50,50,0,1,0,0,187245.71000000
G1,candidate_scan,Ann_Veneman,50,1,31,1.73000000,124.49000000,32,32,0,1,0,1,257.05000000
G2,candidate_scan,Ann_Veneman,50,1,31,148.60000000,236.15000000,32,32,0,1,0,1,135.51000000
G3,candidate_scan,Ann_Veneman,50,1,31,144.42000000,14.56000000,4,3,1,0,0,0,274.66000000
G0,candidate_scan,Ann_Veneman,50,2,46,0.07000000,0.23000000,50,50,0,1,0,0,213995.10000000
G1,candidate_scan,Ann_Veneman,50,2,46,1.74000000,183.67000000,47,47,0,1,0,1,255.89000000
G2,candidate_scan,Ann_Veneman,50,2,46,143.52000000,299.55000000,47,47,0,1,0,1,156.90000000
G3,candidate_scan,Ann_Veneman,50,2,46,143.88000000,14.80000000,4,3,1,0,0,0,270.34000000
G0,candidate_scan,Ann_Veneman,50,3,28,0.06000000,0.25000000,50,50,0,1,0,0,200492.54000000
G1,candidate_scan,Ann_Veneman,50,3,28,1.72000000,112.90000000,29,29,0,1,0,1,256.87000000
